AgMxGLM4jeMzajnqrDdQJPjfY5Gz6y9YqtXKwEk56Bs6,D,2,2998,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
73hMPRQamUGvZVSn52f5GxixoSw1goJdCHCj1yer5pYc,D,2,2998,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
7n2yRHwhKZook83xs1oDFBcNRngXSHckrMSN3esiVZth,D,3,4497,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
3ZfSUiexTfViNAt6m8vbXXfydQhnN5Lqpg45rZ3g58qt,D,5,7495,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
4kTFF9gWBnzgcEw3FDN2Cfw1hZi49nKf7FTt2eMEVMjW,D,5,7495,3zfsuiextfvinat6m8vbxxfydqhnn5lqpg45rz3g58qt
46TFxgrKcUcxXRun8tAEWfe6kr2khztgforjtjYjHuR3,D,1,1499,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
GLP8MFB88KCFXtaBcQLrtvkfXEGDZaJRSrXpJstXH581,D,2,2998,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
5fNATau8GJ5iPPLuK2QgVLqhaYAmoRuhR5wQZUL6CoWX,D,3,4497,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
3we7j8MX8wAG3HeRFL4pVg9PgPmozd5i5vLzk3WnhH5n,D,4,5996,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
FgvmuFpwagLXBdTT4BVY9H85J29TosHJwKzZzbzwoxRH,D,2,2998,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
AaBa7ibJXQEH74vKfzSe5oCitNc4df31NHFCkdUn5kcL,D,4,5996,bhaenqhobuvupdv6hvjngfoajktgktsnn2vrwseptgzf
Dk4dtx1babzM7DVY9FpKM8tCMKLTnGsCWEZY39c1N1Xa,D,2,2998,d1sxschxedlwxlactzzp8b2ktacfd1p5cslbcbnckvax
58QbTJf6b1PWfgJkwohovjxUnGENiAT8JG1dxXtcJ6LT,D,2,2998,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
2kMxv2tW7NzYtqfU9M1YrsjEihkAjqag5E1UyNKcvByt,D,6,8994,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
HXKrQrLEJe8JRAxNJooBwKcfqBBSnsSM5njxW9unpQVk,D,1,1499,None
AEavnfqV9LUTCxNcvE4s7ZBANu4wvjppA9E5NnMF5dkx,D,2,2998,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
EWoL3QgqEuPtqTLd5K1y4kprtJs2DrGzLL4kSigoDESM,D,1,1499,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
HiZANxa299PSpr7SSr5WxHvXxbGDjH5nA1fpFr7qCbMu,D,1,1499,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
FibJ9GEu3m5DD8Tbe4tAcLVfZDjRWUGvLfN4zJsDCpD7,D,10,14990,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
FibJ9GEu3m5DD8Tbe4tAcLVfZDjRWUGvLfN4zJsDCpD7,A,2,200000,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
Ao2pt65jmQqSq4XBhg67ymxZ5rPNEJ3P4oRVG9Bisufx,D,2,2998,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
Ao2pt65jmQqSq4XBhg67ymxZ5rPNEJ3P4oRVG9Bisufx,C,1,20000,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
D1sxSCHxedLWXLaCTZZp8b2ktaCfd1p5cSLbCbnCkVAX,D,1,1499,bhaenqhobuvupdv6hvjngfoajktgktsnn2vrwseptgzf
BZqLbddjkuoJvjbd6RNvqr1GyeXzsBgfynnDCKgpdgAy,D,9,13491,bhaenqhobuvupdv6hvjngfoajktgktsnn2vrwseptgzf
BhAeNQhobuvUpDv6HVJNgFoAjKTGkTsNN2vrwSEpTgzF,D,1,1499,None
CVHU48FVc59Tjvy7NL3D79h4wTk5mPaYQkr96NsZJf4z,D,1,1499,2h2zxxma9pkm21srjdl72ty575sqtr6vhdvrm4uapnd8
GBLqyoR7yFxiEnAAV4NYcNLyDKHzG4Lm6z2kg8voC1jY,D,1,1499,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
6wvW2FWgPMwHf3kRojPBd5WuDQfX4BXJFguWaZ2zwy72,D,2,2998,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
FCeftGZcTL3sEfSYVPsTDT4Ba2cNLMfRwEtXGtKLvY7s,D,10,14990,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
GeEKoiXaNYf6NnTwfd3kM76mpm4BEsHpYCw3yGEDks14,D,2,2998,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
233Bb3rJHve2FaF6TRKmTYH7Emdp9iaKaa9iW5Lf2Sue,D,1,1499,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
6fz6KEVGB11PQHnzqbGWPYFDU2Tt5EKQ9SMSHf3aornj,D,5,7495,bhaenqhobuvupdv6hvjngfoajktgktsnn2vrwseptgzf
5YY2tJmZoRzSxnzE5amvZXKHsEJ7bqbjDaKyAT2MsMTR,D,1,1499,None
FEGjDf7opyExRdJDAshUFs6nc3HM9hvg2z2qrropWCcj,C,1,20000,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
5KDBYGqWTt3Dsq6ppv8PiyxhbmUVr2hsJPs2GR9pRrY5,C,1,20000,2uz7s4h5uqjwxceyecru6ztw7cjcvnflteqxxaixrgek
4FXKSESimDwhMhnYZnu3BtSxECqiyQfugaJB5U5PDawY,C,1,20000,None
FVw1L6H9vNdSqeSpa65WJaLbxbaERC5CEieYua4cLi58,C,1,20000,gtauxsht273ejhxpv7hxlcy4uqaucmv6orrzkwnqusbe
zcTEyCVwoiPR5pZHcuzR5nxaoYpscj66SkHJKAAub7J,C,1,20000,gtauxsht273ejhxpv7hxlcy4uqaucmv6orrzkwnqusbe
BPvJAv4Yqg3jdM5bgG53ZPxScesyif2mNJHYzdhhnFYV,C,1,20000,None
84wgSfdEZf58ehxsC4mo8qTAUotMauhKFLvYYgJgCVwd,D,1,1499,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
AHLVs3NmtUAttspbq1SyoJVsfUxiQDfkqiwFSPXY7uGP,D,1,1499,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
mMc7639rRDFnTFnmvGXXGeCGeXnJNVEEZgiSPMEzrZy,D,1,1499,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
GtAuxSHt273EJhxpV7HXLcy4uQaUCmv6oRRZKwnQUsBe,D,2,2998,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
BHqW2BXHpZ8rzbMbYjucWaM6TVbDLuK21WCuGt1zBt5o,B,1,50000,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
8fSrKBDyWwjvWdtB8mwduYW2xy1s3PFJ97h7DkTVEwn1,D,2,2998,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
DVSvNU1GZfoREh2Cft6UF3GZGs6dLBUpaVe3YgPAtMmv,C,1,20000,9748yjzsv6cxb8gnvatdkp7g3n9zt6vjfbtvj5xghpjb
BxJtJX1A9ikyHioYuBWA5K3jgywfLnfnvmG1NiTuJJCs,D,1,1499,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
A5vB7ik68pSuqa7VGtCYo7iTaA4VytY9Lknk1hEGzatf,D,1,1499,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
Fm8s3NTU3BmT9UWmfuQVjJfmzpUnN27pfsmQrDSwPoV,A,1,100000,5yy2tjmzorzsxnze5amvzxkhsej7bqbjdakyat2msmtr
